id,name,subject,subject_abbreviation,total_students,avg_gpa
391,Communicatn in Complex Orgs,Communication Arts,COM ARTS,284,3.401408451
392,Communicatn&Social Conflict,Communication Arts,COM ARTS,63,3.404761905
393,Communictn&Interethnc Behav,Communication Arts,COM ARTS,605,3.407284768
394,Community Development,Community and Environmental Sociology,C&E SOC,230,3.422566372
395,Community Development,Sociology,SOC,230,3.422566372
396,Community Development,Urban and Regional Planning,URB R PL,230,3.422566372
397,Community Organization&Change,Community and Environmental Sociology,C&E SOC,267,3.605058366
398,Community Organization&Change,Sociology,SOC,267,3.605058366
399,Comp Applicatns-Retailing,Consumer Science,CNSR SCI,264,3.662878788
400,Comp Prob in Periods & Movemnt,Comparative Literature,COMP LIT,78,3.671052632
401,Comp Systms Mdlng Fundmntls,Computer Sciences,COMP SCI,77,3.58
402,Compar Anatomy-Vertebrates,Zoology,ZOOLOGY,970,3.143821391
403,Compar Hist-Chldhood&Adoles,Educational Policy Studies,ED POL,132,3.461832061
404,Compar Hist-Chldhood&Adoles,History,HISTORY,132,3.461832061
405,Comparative Animal Nutritn,Animal Sciences,AN SCI,765,3.035386632
406,Comparative Animal Nutritn,Dairy Science,DY SCI,765,3.035386632
407,Comparative Animal Nutritn,Nutritional Sciences,NUTR SCI,765,3.035386632
408,Comparative Political Culture,Political Science,POLI SCI,134,3.030075188
409,Comparative Politics of Sport,Political Science,POLI SCI,232,3.148471616
410,Comparative Racial Inequality,Sociology,SOC,79,3.243421053
411,Comparative Study of Genocide,International Studies,INTL ST,970,3.38045738
412,Comparative Study of Genocide,Political Science,POLI SCI,970,3.38045738
413,Comparatv Legal Institutns,Political Science,POLI SCI,282,3.033928571
414,Comparatv&Evolutionry Physiol,Zoology,ZOOLOGY,569,2.928697183
415,Complex Analysis,Mathematics,MATH,297,3.518835616
416,Composition & Conversatn I,German,GERMAN,550,3.528440367
417,Composition & Conversatn II,German,GERMAN,288,3.470175439
418,Comprehnsv Immunizatn Delivery,Pharmacy Practice,PHM PRAC,718,3.306239737
419,Computational Photography,Computer Sciences,COMP SCI,301,3.285
420,Computer Graphics,Computer Sciences,COMP SCI,876,3.098714953
421,Computing-Sociologcl Resrch,Community and Environmental Sociology,C&E SOC,91,3.5
422,Computing-Sociologcl Resrch,Sociology,SOC,91,3.5
423,Concrete Structures I,Civil and Environmental Engineering,CIV ENGR,472,2.986111111
424,Conflict Resolution,Political Science,POLI SCI,164,3.139751553
425,Conservation Biology,Botany,BOTANY,434,3.285882353
426,Conservation Biology,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,434,3.285882353
427,Conservation Biology,Forest and Wildlife Ecology,F&W ECOL,434,3.285882353
428,Conservation Biology,WILDLIFE ECOLOGY,WL ECOL,434,3.285882353
429,Conservation Biology,Zoology,ZOOLOGY,434,3.285882353
430,Conspiracy in Anc and Mod Wrld,Classics,CLASSICS,84,3.222891566
431,Constitutional Law,Political Science,POLI SCI,2227,3.19420356
432,Constitutional Law I,Law,LAW,944,3.105325444
433,Constitutional Law II,Law,LAW,743,3.192495922
434,Constitutional Law Seminar,Law,LAW,467,3.263403263
435,Constructn Project Managmnt,Civil and Environmental Engineering,CIV ENGR,1450,3.638038943
436,Constructns-Gender in Media,Gender and Women’s Studies,GEN&WS,319,3.636942675
437,Consumer Behavior,Consumer Science,CNSR SCI,4461,3.418387966
438,Consumer Behavior,Marketing,MARKETNG,4461,3.418387966
439,Consumer Finance,Consumer Science,CNSR SCI,3890,3.375520833
440,Consumer Policy,Consumer Science,CNSR SCI,257,3.041015625
441,Consumer Science Internship,Consumer Science,CNSR SCI,468,3.859611231
442,Consumer Science Internship,Design Studies,DS,468,3.859611231
443,Consuming Happiness,Consumer Science,CNSR SCI,292,3.632867133
444,Consuming Happiness,Religious Studies,RELIG ST,292,3.632867133
445,Contaminant Hydrogeology,Geological Engineering,G L E,96,3.306451613
446,Contaminant Hydrogeology,Geoscience,GEOSCI,96,3.306451613
447,Contemp Am Ind Lit Since 1953,American Indian Studies,AMER IND,73,3.402777778
448,Contemp Am Ind Lit Since 1953,ENGLISH,ENGLISH,73,3.402777778
449,Contemp Amer Polit Thought,Political Science,POLI SCI,296,3.3728223
450,Contemp Chinese Society,Sociology,SOC,381,3.188346883
451,Contemp Comm Tech&Soc Effct,FAMILY AND CONSUMER COMMUNICATIONS,FAM COM,432,3.618881119
452,Contemp Comm Tech&Soc Effct,Life Sciences Communication,LSC,432,3.618881119
453,Contemp Feminist Theories,Gender and Women’s Studies,GEN&WS,448,3.46719457
454,Contemp France 1914-Present,History,HISTORY,201,3.184357542
455,Contemp Iss-Engr Profession,Interdisciplinary Courses (Engineering),INTEREGR,1688,3.63507109
456,Contemp Political Discourse,Communication Arts,COM ARTS,791,3.521963824
457,Contemp Political Thought,Political Science,POLI SCI,118,3.26754386
458,Contemporary Amer Society,Sociology,SOC,2453,3.083675987
459,Contemporary Economic Issues,Economics,ECON,681,3.236686391
460,Contemporary Hollywood Cinema,Communication Arts,COM ARTS,176,3.126470588
461,Contemporary Life Sciences,Integrated Liberal Studies,ILS,767,3.090066225
462,Contemporary Moral Issues,Philosophy,PHILOS,7724,3.434813847
463,Contemporary Poetry,English,ENGL,69,3.392307692
464,Contemporary Soc Theory,Sociology,SOC,59,3.25862069
465,Contemporary Topics,Accounting and Information Systems,ACCT I S,21117,3.724403555
466,Contemporary Topics,Actuarial Science,ACT SCI,21117,3.724403555
467,Contemporary Topics,"Finance, Investment and Banking",FINANCE,21117,3.724403555
468,Contemporary Topics,General Business,GEN BUS,21117,3.724403555
469,Contemporary Topics,Information Systems,INFO SYS,21117,3.724403555
470,Contemporary Topics,International Business,INTL BUS,21117,3.724403555
471,Contemporary Topics,Management and Human Resources,M H R,21117,3.724403555
472,Contemporary Topics,Marketing,MARKETNG,21117,3.724403555
473,Contemporary Topics,Operations and Technology Management,OTM,21117,3.724403555
474,Contemporary Topics,Real Estate and Urban Land Economics,REAL EST,21117,3.724403555
475,Contemporary Topics,Risk Management and Insurance,R M I,21117,3.724403555
476,Cooperatives,Agricultural and Applied Economics,A A E,427,3.113849765
477,Copyright Law,Law,LAW,81,3.24691358
478,Corporate & Advanced Taxation,Accounting and Information Systems,ACCT I S,945,3.365568544
479,Corporation Finance,"Finance, Investment and Banking",FINANCE,2735,3.301796846
480,Cosmology,Astronomy,ASTRON,80,3.31875
481,Cost Management Systems,Accounting and Information Systems,ACCT I S,1778,3.390827237
482,Costume Technology Topics,Theatre and Drama,THEATRE,78,3.203947368
483,Couple Relationships,Communication Arts,COM ARTS,782,3.61483871
484,Couple Relationships,Human Development and Family Studies,HDFS,782,3.61483871
485,CRC 1st Yr Smr: Lib Arts Educ,Integrated Liberal Studies,ILS,1293,3.860402166
486,Creative Nonfiction,Journalism and Mass Communication,JOURN,280,3.730215827
487,Creative Writing: Fiction,English,ENGL,442,3.7875
488,Creative Writing: Workshop,English,ENGL,387,3.776623377
489,Creative Writing: Workshop,ENGLISH,ENGLISH,387,3.776623377
490,Creatv Writng:Beg Fict&Poet,ENGLISH,ENGLISH,1391,3.701438849
491,Creatv Wrtng:Fic&PoetWkshp,English,ENGL,1109,3.798277425
492,Creatv Wrtng:Fic&PoetWkshp,ENGLISH,ENGLISH,1109,3.798277425
493,Criminal Justice in America,Legal Studies,LEGAL ST,4746,2.994064024
494,Criminal Justice in America,Sociology,SOC,4746,2.994064024
495,Criminal Law and Justice,Political Science,POLI SCI,1718,3.139102185
496,Criminal Mind:Forensics/Scienc,Psychology,PSYCH,1054,3.529214559
497,Criminology,Sociology,SOC,2470,3.223127036
498,Critical Analyses-Microbiology,Microbiology,MICROBIO,796,3.918341709
499,Critical Internet Studies,Communication Arts,COM ARTS,1770,3.249290981
500,Critical Thinkng & Expressn,Integrated Liberal Studies,ILS,1403,3.738367931
501,Cross Traing-Basic Fitness,PHYSICAL EDUC ACTIVITY PROGM,PE ACTIV,654,3.552631579
502,Cross-Cult Arts-Atlantc Rim,Art History,ART HIST,194,3.472222222
503,Crusades: Christianity & Islam,History,HISTORY,419,3.430939227
504,Crusades: Christianity & Islam,Medieval Studies,MEDIEVAL,419,3.430939227
505,Crusades: Christianity & Islam,Religious Studies,RELIG ST,419,3.430939227
506,Cult Anthro:Thry&Ethnogrphy,Anthropology,ANTHRO,954,3.234888653
507,Cult Anthro&Human Diversity,Anthropology,ANTHRO,16690,3.275479344
508,Cultural Pluralsm&Ed Policy,Educational Policy Studies,ED POL,99,3.219387755
509,Current Directions in Art,Art Department,ART,1156,3.345884413
510,Current Econ-Issues&Policy,Economics,ECON,230,2.964912281
511,Current Topics - Psychology,Psychology,PSYCH,5474,3.59254475
512,Current Topics-Dance:Wkshp,Dance,DANCE,665,3.845553822
513,Dance Hist I: Renaissance-50's,Dance,DANCE,192,3.747368421
514,Dancing Gender,Dance,DANCE,113,3.700892857
515,Data Visualization,Computer Sciences,COMP SCI,83,3.62195122
516,Database Mgt Systems,Computer Sciences,COMP SCI,1821,3.352159468
517,Deformation of Solids,Materials Science and Engineering,M S & E,318,3.155448718
518,Dendrology,Botany,BOTANY,326,3.3875
519,Dendrology,Forest and Wildlife Ecology,F&W ECOL,326,3.3875
520,Depth Topic,Psychology,PSYCH,971,3.189511942
521,Derivative Securities,"Finance, Investment and Banking",FINANCE,3009,3.248491957
522,Design of Machine Elements,Mechanical Engineering,M E,2066,3.062803104
523,Design: Fundamentals I,Design Studies,DS,1749,3.184971098
524,Design: Fundamentals II,Design Studies,DS,323,3.552959502
525,Design&Dynamics of Vehicles,Mechanical Engineering,M E,68,3.076923077
526,Dev Mod West Pol Thought,Political Science,POLI SCI,302,3.104651163
527,Development of Young Child,Human Development and Family Studies,HDFS,4398,3.381324747
528,Developmental & Fam Assessment,Human Development and Family Studies,HDFS,570,3.785714286
529,Develp: Adolescence-Old Age,Human Development and Family Studies,HDFS,4609,3.389940568
530,Digital Globe:GIScience & Tech,Geography,GEOG,1752,3.341421144
531,Digital Media & Political Comm,Communication Arts,COM ARTS,157,3.350318471
532,"Digital Media, Lit, Culture",English,ENGL,399,3.365914787
533,Digital Signal Processing,Electrical and Computer Engineering,E C E,405,3.324561404
534,Digital Sys Design & Synthesis,Electrical and Computer Engineering,E C E,1121,3.26744186
535,Digital System Fundamentals,Computer Sciences,COMP SCI,3230,2.987119801
536,Digital System Fundamentals,Electrical and Computer Engineering,E C E,3230,2.987119801
537,Dimensions of Material Culture,Anthropology,ANTHRO,225,3.485645933
538,Dimensions of Material Culture,Art History,ART HIST,225,3.485645933
539,Dimensions of Material Culture,Design Studies,DS,225,3.485645933
540,Dimensions of Material Culture,History,HISTORY,225,3.485645933
541,Dimensions of Material Culture,Landscape Architecture,LAND ARC,225,3.485645933
542,Dimensions-Material Culture,Anthropology,ANTHRO,141,3.435897436
543,Dimensions-Material Culture,Art History,ART HIST,141,3.435897436
544,Dimensions-Material Culture,Design Studies,DS,141,3.435897436
545,Dimensions-Material Culture,History,HISTORY,141,3.435897436
546,Dimensions-Material Culture,Landscape Architecture,LAND ARC,141,3.435897436
547,Direct Retailing,Consumer Science,CNSR SCI,353,3.607648725
548,Directed Study,African Languages and Literature,AFRICAN,7702,3.939496612
549,Directed Study,Afro-American Studies,AFROAMER,7702,3.939496612
550,Directed Study,American Indian Studies,AMER IND,7702,3.939496612
551,Directed Study,Anthropology,ANTHRO,7702,3.939496612
552,Directed Study,Art History,ART HIST,7702,3.939496612
553,Directed Study,Astronomy,ASTRON,7702,3.939496612
554,Directed Study,Atmospheric and Oceanic Sciences,ATM OCN,7702,3.939496612
555,Directed Study,Biology Core Curriculum,BIOCORE,7702,3.939496612
556,Directed Study,Botany,BOTANY,7702,3.939496612
557,Directed Study,Chemistry,CHEM,7702,3.939496612
558,Directed Study,Chicana/o and Latina/o Studies,CHICLA,7702,3.939496612
559,Directed Study,CLINICAL LABORATORY SCIENCE,CLNLABSC,7702,3.939496612
560,Directed Study,Communication Arts,COM ARTS,7702,3.939496612
561,Directed Study,Communication Sciences and Disorders,CS&D,7702,3.939496612
562,Directed Study,Comparative Biosciences,COMP BIO,7702,3.939496612
563,Directed Study,Comparative Literature,COMP LIT,7702,3.939496612
564,Directed Study,Computer Sciences,COMP SCI,7702,3.939496612
565,Directed Study,East Asian Area Studies,E A STDS,7702,3.939496612
566,Directed Study,East Asian Languages and Literature,E ASIAN,7702,3.939496612
567,Directed Study,Economics,ECON,7702,3.939496612
568,Directed Study,English,ENGL,7702,3.939496612
569,Directed Study,ENGLISH,ENGLISH,7702,3.939496612
570,Directed Study,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,7702,3.939496612
571,Directed Study,Family Medicine,FAM MED,7702,3.939496612
572,Directed Study,French (French and Italian),FRENCH,7702,3.939496612
573,Directed Study,Gender and Women’s Studies,GEN&WS,7702,3.939496612
574,Directed Study,General Business,GEN BUS,7702,3.939496612
575,Directed Study,Geography,GEOG,7702,3.939496612
576,Directed Study,Geoscience,GEOSCI,7702,3.939496612
577,Directed Study,German,GERMAN,7702,3.939496612
578,Directed Study,Greek (Classics),GREEK,7702,3.939496612
579,Directed Study,HEBREW,HEBR ST,7702,3.939496612
580,Directed Study,History,HISTORY,7702,3.939496612
581,Directed Study,History of Science,HIST SCI,7702,3.939496612
582,Directed Study,Integrated Liberal Studies,ILS,7702,3.939496612
583,Directed Study,International Studies,INTL ST,7702,3.939496612
584,Directed Study,Italian (French and Italian),ITALIAN,7702,3.939496612
585,Directed Study,Jewish Studies,JEWISH,7702,3.939496612
586,Directed Study,Journalism and Mass Communication,JOURN,7702,3.939496612
587,Directed Study,Languages and Cultures of Asia,LCA,7702,3.939496612
588,Directed Study,Latin (Classics),LATIN,7702,3.939496612
589,Directed Study,"Latin American, Caribbean, and Iberian Studies",LACIS,7702,3.939496612
590,Directed Study,Legal Studies,LEGAL ST,7702,3.939496612
591,Directed Study,Mathematics,MATH,7702,3.939496612
592,Directed Study,Medical Microbiology and Immunology,M M & I,7702,3.939496612
593,Directed Study,Medical Sciences - Medical School,MED SC-M,7702,3.939496612
594,Directed Study,Medical Sciences - Veterinary Medicine,MED SC-V,7702,3.939496612
595,Directed Study,Medieval Studies,MEDIEVAL,7702,3.939496612
596,Directed Study,Music,MUSIC,7702,3.939496612
597,Directed Study,Obstetrics and Gynecology,OBS&GYN,7702,3.939496612
598,Directed Study,Ophthalmology and Visual Sciences,OPHTHALM,7702,3.939496612
599,Directed Study,Patho-Biological Sciences,PATH-BIO,7702,3.939496612
600,Directed Study,Philosophy,PHILOS,7702,3.939496612
601,Directed Study,Physics,PHYSICS,7702,3.939496612
602,Directed Study,Political Science,POLI SCI,7702,3.939496612
603,Directed Study,Portuguese (Spanish and Portuguese),PORTUG,7702,3.939496612
604,Directed Study,Psychology,PSYCH,7702,3.939496612
605,Directed Study,Radiology,RADIOL,7702,3.939496612
606,Directed Study,Religious Studies,RELIG ST,7702,3.939496612
607,Directed Study,Scandinavian Studies,SCAND ST,7702,3.939496612
608,Directed Study,Science and Technology Studies,STS,7702,3.939496612
609,Directed Study,Slavic (Slavic Languages),SLAVIC,7702,3.939496612
610,Directed Study,Social Work,SOC WORK,7702,3.939496612
611,Directed Study,Sociology,SOC,7702,3.939496612
612,Directed Study,Spanish (Spanish and Portuguese),SPANISH,7702,3.939496612
613,Directed Study,Statistics,STAT,7702,3.939496612
614,Directed Study,Surgical Sciences,SURG SCI,7702,3.939496612
615,Directed Study,Theatre and Drama,THEATRE,7702,3.939496612
616,Directed Study,Therapeutic Science (Department of Kinesiology),THER SCI,7702,3.939496612
617,Directed Study,Urban and Regional Planning,URB R PL,7702,3.939496612
618,Directed Study,Zoology,ZOOLOGY,7702,3.939496612
619,Discrimntn&Prejudice-Am Soc,Afro-American Studies,AFROAMER,76,3.133333333
620,Diseases of Wildlife,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,846,3.218377088
621,Diseases of Wildlife,Forest and Wildlife Ecology,F&W ECOL,846,3.218377088
622,Diseases of Wildlife,Surgical Sciences,SURG SCI,846,3.218377088
623,Diseases of Wildlife,WILDLIFE ECOLOGY,WL ECOL,846,3.218377088
624,Divides&Differences-Multicultr,Library and Information Studies,L I S,1466,3.680660702
625,"Divrsty, Ecol&Evolutn-Microorg",Microbiology,MICROBIO,754,3.170212766
626,Dostoevsky in Translation,Literature in Translation,LITTRANS,349,3.3125
627,Drafting for the Theatre,Theatre and Drama,THEATRE,88,3.421686747
628,Drama in Education,Curriculum and Instruction,CURRIC,903,3.944444444
629,Drama in Education,Slavic (Slavic Languages),SLAVIC,903,3.944444444
630,Drama in Education,Theatre and Drama,THEATRE,903,3.944444444
631,Drawing I,Art Department,ART,3171,3.601353529
632,Drawing II,Art Department,ART,1205,3.689121339
633,Drug Delivery Systems Lab I,Pharmaceutical Sciences,PHM SCI,1477,3.448544347
634,Drugs and Their Actions,Pharmaceutical Sciences,PHM SCI,1505,3.581162325
635,Dsgn Automation Digital Sys,Electrical and Computer Engineering,E C E,255,3.390873016
636,Dynamic-Atmosphere&Ocean II,Atmospheric and Oceanic Sciences,ATM OCN,179,2.890449438
637,Dynamics,Engineering Mechanics and Astronautics,E M A,5245,2.807030951
638,Dynamics,Mechanical Engineering,M E,5245,2.807030951
639,Dynamics of Online Relatnshps,Communication Arts,COM ARTS,183,2.991758242
640,Dynamics-Atmosphere&Ocean I,Atmospheric and Oceanic Sciences,ATM OCN,238,2.829787234
641,"Early Modern France, 1500-1715",History,HISTORY,77,2.942028986
642,Earth Water:Nat Sci&Hum Use,Atmospheric and Oceanic Sciences,ATM OCN,1163,3.171996543
643,Earth Water:Nat Sci&Hum Use,Soil Science,SOIL SCI,1163,3.171996543
644,Eastern Europe:Interdis Survey,Geography,GEOG,155,3.597972973
645,Eastern Europe:Interdis Survey,History,HISTORY,155,3.597972973
